action,template,submitted_in_sitemap_now,canonical_target_becomes,hold_reason
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tallahassee/tallahassee-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/tallahassee-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tallahassee/tallahassee-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/tallahassee-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tallahassee/tallahassee-cmb-license/,https://www.liquorlicenseagents.com/cities/tallahassee-cmb-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tallahassee/tallahassee-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/tallahassee-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-13ct-license/,https://www.liquorlicenseagents.com/cities/tampa-13ct-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-2aps-license/,https://www.liquorlicenseagents.com/cities/tampa-2aps-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-2cop-license/,https://www.liquorlicenseagents.com/cities/tampa-2cop-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-3ps-quota-license/,https://www.liquorlicenseagents.com/cities/tampa-3ps-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-4cop-quota-license/,https://www.liquorlicenseagents.com/cities/tampa-4cop-quota-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-4cop-sfs-license/,https://www.liquorlicenseagents.com/cities/tampa-4cop-sfs-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-cmb-license/,https://www.liquorlicenseagents.com/cities/tampa-cmb-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tampa/tampa-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/tampa-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/temecula/temecula-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/temecula-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/tempe-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-1-license/,https://www.liquorlicenseagents.com/cities/tempe-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-10-license/,https://www.liquorlicenseagents.com/cities/tempe-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-11-license/,https://www.liquorlicenseagents.com/cities/tempe-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-12-license/,https://www.liquorlicenseagents.com/cities/tempe-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-6-license/,https://www.liquorlicenseagents.com/cities/tempe-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-7-license/,https://www.liquorlicenseagents.com/cities/tempe-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tempe/tempe-series-9-license/,https://www.liquorlicenseagents.com/cities/tempe-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/temple-city/temple-city-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/temple-city-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/thousand-oaks/thousand-oaks-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/thousand-oaks-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/torrance/torrance-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/torrance-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/tucson-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-1-license/,https://www.liquorlicenseagents.com/cities/tucson-series-1-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-10-license/,https://www.liquorlicenseagents.com/cities/tucson-series-10-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-11-license/,https://www.liquorlicenseagents.com/cities/tucson-series-11-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-12-license/,https://www.liquorlicenseagents.com/cities/tucson-series-12-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-6-license/,https://www.liquorlicenseagents.com/cities/tucson-series-6-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-7-license/,https://www.liquorlicenseagents.com/cities/tucson-series-7-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tucson/tucson-series-9-license/,https://www.liquorlicenseagents.com/cities/tucson-series-9-license/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/tustin/tustin-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/tustin-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/vernon/vernon-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/vernon-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/villa-park/villa-park-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/villa-park-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/visalia/visalia-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/visalia-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/vista/vista-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/vista-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/walnut/walnut-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/walnut-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/west-covina/west-covina-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/west-covina-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/west-hollywood/west-hollywood-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/west-hollywood-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/westlake-village/westlake-village-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/westlake-village-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/westminster/westminster-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/westminster-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,city-detail,https://www.liquorlicenseagents.com/cities/whittier/whittier-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/cities/whittier-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/alameda-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-type-20/,https://www.liquorlicenseagents.com/counties/alameda-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-type-21/,https://www.liquorlicenseagents.com/counties/alameda-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-type-41/,https://www.liquorlicenseagents.com/counties/alameda-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-type-47-liquor-license-for-restaurants-and-bars/,https://www.liquorlicenseagents.com/counties/alameda-county-type-47-liquor-license-for-restaurants-and-bars/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/alameda-county/alameda-county-type-48/,https://www.liquorlicenseagents.com/counties/alameda-county-type-48/,""
HOLD,county-detail,https://www.liquorlicenseagents.com/counties/amador-county/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/amador-county-liquor-licenses-for-restaurants-bars-and-retailers/,"target 301s back to this same nested URL — repointing creates a loop"
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/apache-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-10/,https://www.liquorlicenseagents.com/counties/apache-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-11/,https://www.liquorlicenseagents.com/counties/apache-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-12/,https://www.liquorlicenseagents.com/counties/apache-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-14/,https://www.liquorlicenseagents.com/counties/apache-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-6/,https://www.liquorlicenseagents.com/counties/apache-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-7/,https://www.liquorlicenseagents.com/counties/apache-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/apache-county/apache-county-series-9/,https://www.liquorlicenseagents.com/counties/apache-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/apache-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/apache-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/cochise-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/cochise-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/coconino-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/coconino-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/gila-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/gila-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/graham-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/graham-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/greenlee-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/greenlee-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/la-paz-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/la-paz-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/maricopa-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/maricopa-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/mohave-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/mohave-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/navajo-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/navajo-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/pima-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/pima-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/pinal-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/pinal-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/santa-cruz-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/santa-cruz-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/yavapai-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers-1/,https://www.liquorlicenseagents.com/counties/yavapai-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers-1/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/arizona-county/yavapai-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/yavapai-county-arizona-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-1cop/,https://www.liquorlicenseagents.com/counties/brevard-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-2cop/,https://www.liquorlicenseagents.com/counties/brevard-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-3ps/,https://www.liquorlicenseagents.com/counties/brevard-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/brevard-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-4cop/,https://www.liquorlicenseagents.com/counties/brevard-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-6cop/,https://www.liquorlicenseagents.com/counties/brevard-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/brevard-county/brevard-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/brevard-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-1cop/,https://www.liquorlicenseagents.com/counties/broward-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-2cop/,https://www.liquorlicenseagents.com/counties/broward-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-3ps/,https://www.liquorlicenseagents.com/counties/broward-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/broward-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-4cop/,https://www.liquorlicenseagents.com/counties/broward-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-6cop/,https://www.liquorlicenseagents.com/counties/broward-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/broward-county/broward-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/broward-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/butte-county/butte-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/butte-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/calaveras-county/calaveras-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/calaveras-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/cochise-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-10/,https://www.liquorlicenseagents.com/counties/cochise-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-11/,https://www.liquorlicenseagents.com/counties/cochise-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-12/,https://www.liquorlicenseagents.com/counties/cochise-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-14/,https://www.liquorlicenseagents.com/counties/cochise-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-6/,https://www.liquorlicenseagents.com/counties/cochise-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-7/,https://www.liquorlicenseagents.com/counties/cochise-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/cochise-county/cochise-county-series-9/,https://www.liquorlicenseagents.com/counties/cochise-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/coconino-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-10/,https://www.liquorlicenseagents.com/counties/coconino-county-series-10/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-11/,https://www.liquorlicenseagents.com/counties/coconino-county-series-11/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-12/,https://www.liquorlicenseagents.com/counties/coconino-county-series-12/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-14/,https://www.liquorlicenseagents.com/counties/coconino-county-series-14/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-6/,https://www.liquorlicenseagents.com/counties/coconino-county-series-6/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-7/,https://www.liquorlicenseagents.com/counties/coconino-county-series-7/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/coconino-county/coconino-county-series-9/,https://www.liquorlicenseagents.com/counties/coconino-county-series-9/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/colusa-county/colusa-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/colusa-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/contra-costa-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-type-20/,https://www.liquorlicenseagents.com/counties/contra-costa-county-type-20/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-type-21/,https://www.liquorlicenseagents.com/counties/contra-costa-county-type-21/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-type-41/,https://www.liquorlicenseagents.com/counties/contra-costa-county-type-41/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-type-47/,https://www.liquorlicenseagents.com/counties/contra-costa-county-type-47/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/contra-costa-county/contra-costa-county-type-48/,https://www.liquorlicenseagents.com/counties/contra-costa-county-type-48/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-1cop/,https://www.liquorlicenseagents.com/counties/duval-county-1cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-2cop/,https://www.liquorlicenseagents.com/counties/duval-county-2cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-3ps/,https://www.liquorlicenseagents.com/counties/duval-county-3ps/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-4cop-sfs/,https://www.liquorlicenseagents.com/counties/duval-county-4cop-sfs/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-4cop/,https://www.liquorlicenseagents.com/counties/duval-county-4cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-6cop/,https://www.liquorlicenseagents.com/counties/duval-county-6cop/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/duval-county/duval-county-liquor-licenses/,https://www.liquorlicenseagents.com/counties/duval-county-liquor-licenses/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/el-dorado-county/el-dorado-county-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/el-dorado-county-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/alachua-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/alachua-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/baker-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/baker-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/bay-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/bay-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/bradford-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/bradford-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/brevard-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/brevard-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/broward-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/broward-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/calhoun-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/calhoun-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/charlotte-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/charlotte-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/citrus-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/citrus-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/clay-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/clay-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/collier-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/collier-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/columbia-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/columbia-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/desoto-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/desoto-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/dixie-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/dixie-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/duval-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/duval-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/escambia-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/escambia-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/flagler-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/flagler-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/franklin-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/franklin-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/gadsden-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/gadsden-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/gilchrist-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/gilchrist-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/glades-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/glades-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
REPOINT,county-detail,https://www.liquorlicenseagents.com/counties/florida-county/gulf-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,https://www.liquorlicenseagents.com/counties/gulf-county-florida-liquor-licenses-for-restaurants-bars-and-retailers/,""
